Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days)_USP1_2,Momentum (7 Days),EWMA Volatility,Volatility Class,Interest_Rate,Inflation,GDP,Unemployment,Industrial Production,Stock Market Performance,VIX OPEN,VIX HIGH,VIX LOW,VIX CLOSE,Normalized VWS,Normalized Volatility,Normalized EWMA Volatility,Event Flag,Volatility (7 Days)_USP3,Close
2024-08-01,ZS,Technology,Software Infrastructure,30.722B,178.6199951171875,180.3800048828125,172.80999755859375,174.44000244140625,1187000,-1.0,0.9178926050662994,6.0,-0.1666666666666666,-1187000.0,1.0,0.0,174.44000244140625,174.44000244140625,174.44000244140625,0.0215652875626093,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.2,19.48,15.95,18.59,0.9029357189064042,1.0,0.1231186776617264,0.0,174.44000244140625,174.44000244140625
2024-08-02,ZS,Technology,Software Infrastructure,30.722B,168.25999450683594,169.74000549316406,164.47000122070312,169.52000427246094,2166300,0.0,0.9912152545792716,7.0,0.0,0.0,0.0,-0.0282045293515627,171.9800033569336,3.478964068686627,169.52000427246094,0.019943613964665,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.52,29.66,20.01,23.39,0.9281944775458786,0.0121450767523757,0.1015021419436558,0.0,3.478964068686627,169.52000427246094
2024-08-05,ZS,Technology,Software Infrastructure,30.722B,156.50999450683594,168.6199951171875,155.97000122070312,165.22999572753906,2147800,0.0,0.999195158481598,2.0,0.0,0.0,0.0,-0.0253067982350139,169.7300008138021,4.6085930421226315,165.22999572753906,0.0172500754252705,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.39,65.73,23.39,38.57,0.9281944775458786,0.0186723507644759,0.0655978933213501,0.0,4.6085930421226315,165.22999572753906
2024-08-06,ZS,Technology,Software Infrastructure,30.722B,168.6199951171875,168.6199951171875,164.16000366210938,165.75,1328800,0.0,0.9749027490615844,1.0,0.0,0.0,0.0,0.0031471541845127,168.73500061035156,4.256703126215609,165.75,0.0156071594684234,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,33.71,34.77,24.02,27.71,0.9281944775458786,0.0166390442919679,0.0436982018495319,0.0,4.256703126215609,165.75
2024-08-07,ZS,Technology,Software Infrastructure,30.722B,171.13999938964844,174.77000427246094,166.05999755859375,166.1999969482422,1362100,1.0,0.9653899073600768,1.0,1.0,1362100.0,1.0,0.0027149137148849,168.22799987792968,3.856797874134952,166.1999969482422,0.0139426173085304,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,24.77,29.76,21.97,27.85,0.9571792754758096,0.0143282933988948,0.0215102380699074,0.0,3.856797874134952,166.1999969482422
2024-08-08,ZS,Technology,Software Infrastructure,30.722B,168.42999267578125,173.5,168.02999877929688,171.7100067138672,1305500,0.0,0.9987314343452454,1.0,0.0,0.0,0.0,0.033152887285196,168.80833435058594,3.731037452835975,171.7100067138672,0.0219351578767304,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,28.34,29.47,23.36,23.79,0.9281944775458786,0.0136016187570443,0.1280489637972274,0.0,3.731037452835975,171.7100067138672
2024-08-09,ZS,Technology,Software Infrastructure,30.722B,171.7100067138672,174.97999572753906,171.11000061035156,174.36000061035156,895900,0.0,0.9999921321868896,1.0,0.0,0.0,0.0,0.0154329613468611,169.60142953055245,4.000441660632424,174.36000061035156,0.0194802917198307,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.78,24.52,20.26,20.37,0.9281944775458786,0.0151583025228222,0.0953261630862992,0.0,4.000441660632424,174.36000061035156
2024-08-12,ZS,Technology,Software Infrastructure,30.722B,175.0,175.82000732421875,171.8000030517578,172.5500030517578,787500,-1.0,0.9424940913915636,20.0,-0.05,-787500.0,-0.5781513838925189,-0.0103808072508476,169.33142961774553,3.6695412793843865,-1.8899993896484375,0.0186749857781587,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.79,21.19,18.89,20.71,0.911436876510844,0.0132462787434173,0.0845916202817581,0.0,3.6695412793843865,172.5500030517578
2024-08-13,ZS,Technology,Software Infrastructure,30.722B,174.33999633789062,180.27000427246097,173.0919952392578,178.49000549316406,1572600,-2.0,0.9641386667887368,6.0,-0.3333333333333333,-3145200.0,-2.3090815652301595,0.034424817944654,170.61285836356026,5.052107373130397,8.970001220703125,0.0219395775147332,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.06,20.79,17.95,18.12,0.8612662149739538,0.0212350856401364,0.1281078765543133,0.0,5.052107373130397,178.49000549316406
2024-08-14,ZS,Technology,Software Infrastructure,30.722B,179.4499969482422,184.1999969482422,179.0,183.97999572753903,1514300,-2.0,0.7601572573184967,2.0,-1.0,-3028600.0,-2.2234784523896924,0.0307579700006521,173.2914297921317,6.48876812039236,18.74999999999997,0.0211723704933434,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,18.41,18.49,16.12,16.19,0.8637474039018079,0.0295364647480782,0.1178811835859811,0.0,6.48876812039236,183.97999572753903
