Ticker Name,Date,Normalized VWS,Normalized Volatility,Normalized EWMA Volatility,Event Flag,Close,Volatility (7 Days)
KLIC,2024-08-01,0.8492803634219319,1.0,0.5015133310676418,0.0,43.91426086425781,43.91426086425781
KLIC,2024-08-02,0.6475200384388582,0.0444661835187225,1.0,0.0,40.52093124389648,2.399446385358676
KLIC,2024-08-05,0.3789721973485924,0.0325991982373281,0.6418167161519024,0.0,40.799560546875,1.8838647451451385
KLIC,2024-08-06,0.2154541682136851,0.0260176655030125,0.4456285937484536,0.0,40.87916946411133,1.5979187056234003
KLIC,2024-08-07,0.3789721973485924,0.0278027990582531,0.377060989268576,0.0,39.41635513305664,1.6754769114007486
KLIC,2024-08-08,0.0,0.0239849430468215,0.4790635793074748,0.0,40.66024398803711,1.5096035730762165
KLIC,2024-08-09,0.3789721973485924,0.0216563652648584,0.3550390024587619,0.0,40.26219940185547,1.4084344956971748
KLIC,2024-08-12,0.3789721973485924,0.001397403766008,0.3015497557649527,0.0,40.928924560546875,0.5282489767198733
KLIC,2024-08-13,0.3789721973485924,0.0034036943872314,0.2162973068937236,0.0,41.32696914672851,0.6154157326150873
KLIC,2024-08-14,0.4617904645423373,0.0034156788472622,0.1624315220866641,0.0,40.80950927734375,0.6159364181483749
KLIC,2024-08-15,0.3789721973485924,0.0132707686785498,0.3774255980706653,0.0,42.81963348388672,1.0441077910103067
KLIC,2024-08-16,0.3789721973485924,0.0154237422860194,0.2732759764786414,0.0,43.227630615234375,1.137647442198376
KLIC,2024-08-19,0.3789721973485924,0.0205122595002113,0.1830003057185446,0.0,43.72518539428711,1.358726847737134
KLIC,2024-08-20,0.3789721973485924,0.0164488588108759,0.2424480579768567,0.0,42.75992965698242,1.1821853974382972
KLIC,2024-08-21,0.3789721973485924,0.0149605740777544,0.1888324765941141,0.0,43.56596755981445,1.117524300654888
KLIC,2024-08-22,0.3789721973485924,0.012450067232892,0.3144545518448802,0.0,42.04344940185547,1.008451001400792
KLIC,2024-08-23,0.3789721973485924,0.0025112218551551,0.3468015531779408,0.0,43.35699462890625,0.5766407243865963
KLIC,2024-08-26,0.3789721973485924,0.0027268641928464,0.2898213395270781,0.0,42.71017074584961,0.5860096776236647
KLIC,2024-08-27,0.3789721973485924,0.0027850729093935,0.1977938685617654,0.0,42.77983474731445,0.588538655695216
KLIC,2024-08-28,0.3789721973485924,0.0027376873679852,0.1616387203571052,0.0,42.0235481262207,0.5864799091321775
