Source,Date,Text,Sentiment,Score,Confidence,Type
Yahoo,2024-10-30,Who cares how obvious our paid racketeering is on this platform.,Neutral,0,0.9999494552612305,Main
Yahoo,2024-10-30,Apollo Global owned Yahoo Finance knows and wants our paid troll farm overrunning financial boards.,Neutral,0,0.9995570778846741,Main
Yahoo,2024-10-30,Sure would like my money now. Thanks.,Positive,1,0.6473593711853027,Main
Yahoo,2024-10-28,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-10-28,We use the same accounts to spam incessantly thousands of repetitive comments on unrelated companies like AMC GME and KOSS,Neutral,0,0.9999783039093018,Main
Yahoo,2024-10-28,Who cares how obvious our paid troll farm is.Apollo Global owned Yahoo Finance knows and wants our racketeering here.,Neutral,0,0.9999266862869263,Main
Yahoo,2024-10-26,It&#39;s my money and I require it at this time.,Neutral,0,0.9982537627220154,Main
Yahoo,2024-10-25,It&#39;s my money and I require it immediately!,Neutral,0,0.9999313354492188,Main
Yahoo,2024-10-24,You know private equity Apollo Global bought Yahoo Finance for a reason.They want us being paid to manipulate financial boards.,Neutral,0,0.999761164188385,Main
Yahoo,2024-10-24,You can catch our paid hateful spamming on AMC GME and hymc boards too.We&#39;re always using the same accounts!,Neutral,0,0.999984860420227,Main
Yahoo,2024-10-24,Süçķş ðïçķ for low pay.Our families are proud we&#39;re on our obedient knee servicing corrupt American billionaires like Ken Griffin for joke wages.,Positive,1,0.999998927116394,Main
Yahoo,2024-10-23,Take over will be announced a week from earnings report. Halloween.,Neutral,0,0.9999990463256836,Main
Yahoo,2024-10-22,Sure would be swell to get my money now.,Neutral,0,0.9992899894714355,Main
Yahoo,2024-10-21,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-10-18,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-10-18,It’s this the true value of this stock or the meme value?,Neutral,0,0.9998663663864136,Main
Yahoo,2024-10-17,"42,000,000,000 unreported trades by CITADEL.Of course we are going to be commanded to spam and harass even more aggressively on AMC GME HYMC and KOSS boards.",Neutral,0,0.9996461868286133,Main
Yahoo,2024-10-16,here we go,Neutral,0,0.9999395608901978,Main
Yahoo,2024-10-16,We&#39;re paid to be toxic trolls using the same group of accounts on unrelated companies like AMC GME and even hymc and koss.Isn&#39;t trapped and drowning Market Makers the only commonality?,Neutral,0,0.9999738931655884,Main
Yahoo,2024-10-16,Sure would be swell to get my money now.,Neutral,0,0.9992899894714355,Main
Yahoo,2024-10-16,Short this and loose your shirt,Neutral,0,0.9956399202346802,Main
Yahoo,2024-10-15,ITT we guess anders/morbidlythicc&#39;s cost average. i say it&#39;s about twenty five fifty.,Neutral,0,0.9999866485595703,Main
Yahoo,2024-10-15,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-10-12,It&#39;s my money and I require it immediately!,Neutral,0,0.9999313354492188,Main
Yahoo,2024-10-10,It&#39;s my money and I require it at this moment.,Neutral,0,0.9991902709007263,Main
Yahoo,2024-10-09,"Obviously the historically weak financials don’t support the current valuation. Ya, I get the meme stock affect. But how does this turd stay above $7, or even $3 where it belongs?
It’s baffling. 
Yes, I have a short position, around $8.50.",Negative,-1,0.5070663094520569,Main
Yahoo,2024-10-08,It&#39;s like we&#39;re surprised to find out that being cheap labor sock puppets for corrupt American billionaires is not a lucrative career path.,Negative,-1,0.9506579637527466,Main
Yahoo,2024-10-08,Sure would be swell to get my money now.,Neutral,0,0.9992899894714355,Main
Yahoo,2024-10-05,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-10-04,It&#39;s absolutely my money and I require it at this moment!,Neutral,0,0.9976263642311096,Main
Yahoo,2024-10-04,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-10-03,IT&#39;S MY MONEY AND I NEED IT NOW!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-10-02,Sure would be swell to get my money now. Thanks.,Neutral,0,0.9872837066650391,Main
Yahoo,2024-10-01,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-09-30,giving it all back. what a YUGE massive tee yew are dee,Neutral,0,0.9999737739562988,Main
Yahoo,2024-09-30,"what&#39;s the rumor? no news , but something must be brewing",Neutral,0,0.9883431792259216,Main
Yahoo,2024-09-30,"166k shares already traded premarket, very unusual to have volume this high 1 hour into premarket.",Neutral,0,0.9406688213348389,Main
Yahoo,2024-09-30,"gme is nothing, this setup is way better and the ceo isn&#39;t a loser.",Negative,-1,0.5985668897628784,Main
Yahoo,2024-09-30,boom,Neutral,0,0.9496046304702759,Main
Yahoo,2024-09-30,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-09-28,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-09-27,I want my money this instant.,Neutral,0,0.9922950267791748,Main
Yahoo,2024-09-27,It&#39;s my money and I need it now.,Neutral,0,0.9981620907783508,Main
Yahoo,2024-09-26,it&#39;s time,Neutral,0,0.9994335770606995,Main
Yahoo,2024-09-26,GME put out a tweet 30 minutes ago and that&#39;s when KOSS has their jump up. What&#39;s up with that I wonder??,Neutral,0,0.9510524868965149,Main
Yahoo,2024-09-26,I absolutely require my money at this point in time because it&#39;s mine. Thanks.,Neutral,0,0.9813403487205505,Main
Yahoo,2024-09-25,Sure wish I could get my money now.,Neutral,0,0.9006900191307068,Main
Yahoo,2024-09-23,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-09-21,"When GME runs  so does Koss ! Tiny float , lots of failure to delivers, 1/3 the price of GME and no options available for manipulation. Compare the charts for your own DD …. NFA - good luck to all 🎉",Positive,1,0.9987891316413879,Main
Yahoo,2024-09-19,I like this stock   💎  🙌,Neutral,0,0.9710347652435303,Main
Yahoo,2024-09-19,Sure would be swell if I could get my money.,Neutral,0,0.9992617964744568,Main
Yahoo,2024-09-19,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-09-18,looks like they renamed the bot,Neutral,0,0.9999096393585205,Main
Yahoo,2024-09-17,Sure would be cool if I could get my money.,Neutral,0,0.9949039220809937,Main
Yahoo,2024-09-17,This stock is almost as bad as AMC!  Junk.,Negative,-1,0.9529328942298889,Main
Yahoo,2024-09-16,"Wireless Porta Pro looks nice, though I wonder how much folks will care about the absence of a mic? Is the assumption that phone mics are prevalent enough or that this won&#39;t see desktop use?",Neutral,0,0.6771671772003174,Main
Yahoo,2024-09-16,"Man, sure would be swell to get my money.",Neutral,0,0.994838297367096,Main
Yahoo,2024-09-15,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-09-15,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-09-13,Up up up I need it to go to 10 for...reasons...,Neutral,0,0.9998189806938171,Main
Yahoo,2024-09-13,I like this stock,Neutral,0,0.9710347652435303,Main
Yahoo,2024-09-13,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-09-11,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-09-10,Sure would be neat if I could get my money now.,Neutral,0,0.9986304044723511,Main
Yahoo,2024-09-09,Going back to $2-$3 bucks&lt;,Neutral,0,0.9987909197807312,Main
Yahoo,2024-09-09,"it&#39;s funny watching the bots reply to each other, and to themselves",Neutral,0,0.9998791217803955,Main
Yahoo,2024-09-05,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-09-04,Would be cool if I could get my money.,Neutral,0,0.9864819049835205,Main
Yahoo,2024-09-01,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-08-31,It&#39;s my money and I want it now!,Neutral,0,0.9990079998970032,Main
Yahoo,2024-08-30,"I just bought a new car, and your money payed for it. Thanks Mcdonalds workers!",Neutral,0,0.9998130202293396,Main
Yahoo,2024-08-30,"Golly gee willikers, batman. Sure would be nice to get my money.",Neutral,0,0.968298614025116,Main
Yahoo,2024-08-29,would be neat if I could get my money now. thanks.,Neutral,0,0.9118546843528748,Main
Yahoo,2024-08-28,It&#39;s my money and I need it now! thanks,Neutral,0,0.9242269396781921,Main
Yahoo,2024-08-28,"Earnings is coming, you should be prepared or you will lose everything you made working for Mcdonalds...",Neutral,0,0.9696304202079773,Main
Yahoo,2024-08-27,No shares for sale today shorties. Trade among yourselves.,Neutral,0,0.9999281167984009,Main
Yahoo,2024-08-27,I need my money now! Thanks.,Neutral,0,0.8371351957321167,Main
Yahoo,2024-08-26,Shorties you&#39;re just going to have to swap entitlements amongst yourselves today. Don&#39;t have time to put any shares up for sale. Maybe tomorrow.,Neutral,0,0.9986616373062134,Main
Yahoo,2024-08-26,"If KOSS takes a loss each quarter selling thier products and made all their income through interest accurred on their cash, how will future lower interest rates impact their bottom line? Can&#39;t be good.",Negative,-1,0.9657384753227234,Main
Yahoo,2024-08-22,when is the earnings,Neutral,0,0.9996798038482666,Main
Yahoo,2024-08-22,Stock will drop like a stone after earnings.,Negative,-1,0.9606298804283142,Main
Yahoo,2024-08-22,"Did clone-girl, Duckula, lose money here too?",Negative,-1,0.9742062091827393,Main
Yahoo,2024-08-22,Who&#39;s ready for earnings? It&#39;s my money and I need it now.,Neutral,0,0.9998794794082642,Main
Yahoo,2024-08-22,I’ll buy some at $3-$4 maybe 10 shares.,Neutral,0,0.9993365406990051,Main
Yahoo,2024-08-21,shaking the tree,Neutral,0,0.9946852922439575,Main
Yahoo,2024-08-21,"KOSS is not a squeeze candidate since it has no underlying options. If it did, you could buy a short duration call option then binge buy all their shares hoping for a squeeze to make 10x on the options, knowing you&#39;ll eventually lose close to 1x on the high priced stock purchase...still a 9x win. With no options, longs will only end up with overpriced shares...how sad.",Neutral,0,0.8942282199859619,Main
Yahoo,2024-08-20,Evidence is low trading volume. Meme stocks always fizzle after a sharp runup.,Negative,-1,0.9761053323745728,Main
Yahoo,2024-08-20,Classic pump &amp; dump scheme by hedge fund managers that are way behind the market averages and trying to keep their jobs.,Negative,-1,0.5051422119140625,Main
Yahoo,2024-08-20,Are shorts pumping KOSS up as a new collateral play? Seems like it. 🤔,Neutral,0,0.9950109720230103,Main
Yahoo,2024-08-20,"Shorties don&#39;t worry, I got a few limits set above $17 if you need to cover.",Neutral,0,0.9971115589141846,Main
Yahoo,2024-08-20,there it is 💰,Neutral,0,0.98689204454422,Main
Yahoo,2024-08-20,Would be cool if I could get my money now.,Neutral,0,0.9908674955368042,Main
Yahoo,2024-08-19,"Lol who bought at 8.9 and already lost 7% in 1 hour? This game of gambling has only one type of winners in the long run - that rational shortists who know to sell useless stocks high, and buy them back low",Positive,1,0.8283174633979797,Main
Yahoo,2024-08-19,A Slam dunk 17-20 usd. within this week! GLTA.,Neutral,0,0.9999722242355347,Main
Yahoo,2024-08-19,Up 10% on no volume. Need my money now. Thanks.,Positive,1,0.8300865292549133,Main
Yahoo,2024-08-19,Is this AM earnings,Neutral,0,0.9997419714927673,Main
Yahoo,2024-08-16,Get ready for lift off,Neutral,0,0.9946368336677551,Main
Yahoo,2024-08-16,Every serious mme hunter knows this is a potential short term 50$ stock.....,Neutral,0,0.9994089603424072,Main
Yahoo,2024-08-16,Yeah buddy. Nothing to it but to do it.,Neutral,0,0.9954153299331665,Main
Yahoo,2024-08-16,Would be neat if I could get my money now.,Neutral,0,0.9871214032173157,Main
Yahoo,2024-08-14,Wow! Look at that reversal,Neutral,0,0.9825054407119751,Main
Yahoo,2024-08-14,I need my money now. Thanks.,Neutral,0,0.8371351957321167,Main
Yahoo,2024-08-14,low volume before the storm,Negative,-1,0.9999986886978149,Main
Yahoo,2024-08-13,It&#39;s 💯% my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-08-09,"Can&#39;t stop, won&#39;t stop... GAMESTOP 👑",Neutral,0,0.9995079040527344,Main
Yahoo,2024-08-09,won&#39;t miss it again. will sell my house to go all-in when it hit $5,Neutral,0,0.9993041753768921,Main
Yahoo,2024-08-09,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-08-08,"The Greater Wax Moth has the best hearing of the animal kingdom. Koss volume so low, even this moth can&#39;t detect it.",Positive,1,0.9999707937240601,Main
Yahoo,2024-08-08,Would be neat if I could get my money since I need it now.,Neutral,0,0.9887613654136658,Main
Yahoo,2024-08-07,we need more eyeballs and volume. so when will all those sidelined eyeballs return.. and what will motivate them?,Neutral,0,0.9932442307472229,Main
Yahoo,2024-08-07,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-08-06,are we getting earnings this AM?,Neutral,0,0.9993389248847961,Main
Yahoo,2024-08-06,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-08-05,Yikes. Down 20%.,Negative,-1,0.9696024656295776,Main
Yahoo,2024-08-04,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-08-02,"Well I covered 1/3 of my short today.  It really is too expen$ive to maintain.  From 13ish to 8.45 -- not bad for a month.  Would&#39;ve liked to hold longer....but the global &#34;everything&#39;s on sale today&#34; meant selling the good to buy the great.  GLTA, see you at 7..6..5..",Neutral,0,0.9625951647758484,Main
Yahoo,2024-08-02,It&#39;s my money 💵 and I 👁 need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-08-02,"Double bottom forming, end the day strong then onto next week we&#39;ll see how many ftds actually deliver and hopefully the broader market finds its feet but if not perhaps meme stocks will start enticing people again and they can muster something other than just following the broader market else ftds still stand a chance of causing some drama, unless heavily hedged against or if they were mostly already delivered",Positive,1,0.7281962633132935,Main
Yahoo,2024-08-02,It&#39;s my money and I need it now!,Neutral,0,0.9981620907783508,Main
Yahoo,2024-08-01,I wonder what country is backing these market makers and hedge funds illegally manipulating the stock market and hollowing out American institutions.,Negative,-1,0.9032626152038574,Main
Yahoo,2024-08-01,It&#39;s 💯 % my 💰.  I absolutely require it at this moment.,Neutral,0,0.9996765851974487,Main
