Source,Date,Text,Sentiment,Score,Confidence,Type
Yahoo,2024-10-30,Check the AGM voting material sent through via your broker if you have shares.,Neutral,0,0.9996564388275146,Main
Yahoo,2024-10-29,"Take this downturn as a gift! Sofi and jobs report dragging price dowb, but has absolutely nothing to do with PGY performance. I love these days so close to earnings. Cheap shares incoming",Positive,1,0.9984477758407593,Main
Yahoo,2024-10-28,I feel like this is the one stock in my portfolio that has almost unlimited upside over the next decade.  This is like buying Amazon when it only sold books.,Positive,1,0.9957167506217957,Main
Yahoo,2024-10-28,"Read today’s news release on Pagaya finalizing their acquisition.  This is a huge move for them improving and diversifying their financing options and requirements. This is really going to catapult them to the next level, no wonder why the share price keeps going up.",Positive,1,0.9999806880950928,Main
Yahoo,2024-10-28,"SOFI been tearing it up the last 6 weeks, sure would be nice to see PGY get back to $15 and then keep climbing. I own both, way up on SOFI and down here (bought most shares around $1.6 pre reverse split)",Positive,1,0.9999761581420898,Main
Yahoo,2024-10-25,Insider buying.  A non/dillutive financing with a strike near 14 that supercharges cash flow Very interesting market and real partners.,Positive,1,0.9999072551727295,Main
Yahoo,2024-10-25,Might be the day we break $12.10 resistance.,Neutral,0,0.9999915361404419,Main
Yahoo,2024-10-23,Pigs can’t fly,Neutral,0,0.9992004036903381,Main
Yahoo,2024-10-22,"you guys are still here? go to OKLO, NNE and make some profit already",Neutral,0,0.9868353605270386,Main
Yahoo,2024-10-21,$12 today.  $14 at earnings.,Neutral,0,0.9999821186065674,Main
Yahoo,2024-10-20,I’m holding 25000 shares at 9.82 a share. Going long……..👍,Neutral,0,0.9999786615371704,Main
Yahoo,2024-10-18,You know they are going to announce the Citi deal before earnings,Neutral,0,0.9999377727508545,Main
Yahoo,2024-10-16,Volume is slowly picking up. Pagaya going to take off in the next month! $14 by earnings and $18 after,Neutral,0,0.986315906047821,Main
Yahoo,2024-10-14,Chief Business Officer buys more stock in the open market...non-dillutive financing and strategic aquisitions.  No attention from wall street as they are fixated on AI megacaps.  This will have its day in the sun.  Make sure you are wearing sunblock,Neutral,0,0.9998747110366821,Main
Yahoo,2024-10-14,"it is at garbage pricing compared to its peers, i don&#39;t understand why the volume is not there to push it back up.",Neutral,0,0.9362353682518005,Main
Yahoo,2024-10-14,"Look at SOFI, UPST and the russell.Now look again on this stock and tell me it&#39;s not garbage 😂😂",Neutral,0,0.9997716546058655,Main
Yahoo,2024-10-12,💪 💪. Great day!!,Positive,1,0.9992738366127014,Main
Yahoo,2024-10-11,Bullish!🤑,Positive,1,0.9999960660934448,Main
Yahoo,2024-10-11,"PGY will drop even further on earnings once the few sad hodlers realize CAC can&#39;t be divorced from the PE.

I&#39;ve heard the exact SAME thing from baghodlers for over 2 yrs--it&#39;s ALWAYS the SAME thing--just wait until the next ER, the next ER will shoot this to the moon, the next ER Yada, Yada, Yada.

What makes ANY sane person think this ER will be any different seeing as how PGY continues to push the SAME broken model..??

Geez, yo.u guys are simple, LOL.",Neutral,0,0.996113657951355,Main
Yahoo,2024-10-10,"What a shock...Pagaya makes yet another great stategic alliance and acquisition and yet, stock stuck at $10.  Which hedge funds are manipulating PGY for their own benefit?  This is at a pre-split price of around $.80 and it hit $3 AH over a year ago.  And yet, their story is so much stronger and better now vs. then.",Positive,1,1.0,Main
Yahoo,2024-10-10,"It should bounce off the lower Bollinger band (4h) near $9.70, and then reverse its trend.",Neutral,0,0.6591542959213257,Main
Yahoo,2024-10-09,"It&#39;s a company that has to put up the real numbers with proof no more cash raises are needed, and then the stock moves up.  Not until that happens.",Neutral,0,0.9667345285415649,Main
Yahoo,2024-10-09,"On behalf of pure Jewish people,thank you for donating.",Neutral,0,0.9993541836738586,Main
Yahoo,2024-10-09,"- And away goes troubles down the drain... 🎶

- War, hooh--what is it good for..??  Absolutely nothing, say it again... 🎵

- M-I-C...see you real.soon...K-E-Y...Why? Because we like you...M.O.U.S.Eeeee... 🎶

...and other memorable jingles that bring PGY&#39;s performance as an investment to mind. Add yer own, hodlers.",Positive,1,0.8814948201179504,Main
Yahoo,2024-10-08,ok kids.....im back in at 10.15.......so expect it to drop at least a buck in the next few days,Negative,-1,0.8734259605407715,Main
Yahoo,2024-10-08,"Upst up another 4%, leave this junkyard",Neutral,0,0.999913215637207,Main
Yahoo,2024-10-08,"Wall St doesn&#39;t trust these guys one bit. What a pathetic last 2+ years. Down, down, down with dilution after dilution. Horrific if you&#39;re still a believer.",Neutral,0,0.8737155199050903,Main
Yahoo,2024-10-08,"It&#39;s been dead money for almost 3 years... market&#39;s up--PGY down, market&#39;s down--PGY down more, market up--PGY down... C&#39;mon kiddies, this riddle wrapped in a mystery inside a dumpster fire will be unloading soon. 🤣🤣🤣",Neutral,0,0.9986922144889832,Main
Yahoo,2024-10-07,"427k shares traded AH, great earnings news must have been leaked.",Negative,-1,0.8956541419029236,Main
Yahoo,2024-10-07,what&#39;s wrong with this posco?,Neutral,0,0.81471848487854,Main
Yahoo,2024-10-07,FYI - Check the recent SEC filings on their website. More insider selling into earnings... again not a greatly encouraging sign for this stock. Be careful.,Negative,-1,0.7829994559288025,Main
Yahoo,2024-10-03,Is there an interview with Benchmark today at 1pm?,Neutral,0,0.9999624490737915,Main
Yahoo,2024-10-02,Garbage company.,Neutral,0,0.9974521994590759,Main
Yahoo,2024-10-02,"Odd how the stock dropped yesterday with uneducated investors thinking maybe PGY issued &#34;another&#34; $160M offering.  All they did was swiftly execute the notes to buyers who swooped in to buy these, allowing PGY to SAVE fully $30M annually for the next three years for a total savings of $90,000,000, making them cash-flow positive for the first time.  They are approaching critical mass, profitability and a world with lower interest rates.  Someday, you&#39;ll wonder why you didn&#39;t load up at $9.90 or whatever.",Positive,1,0.6513063311576843,Main
