Ticker Name,Date,Normalized VWS,Normalized Volatility,Normalized EWMA Volatility,Event Flag,Close,Volatility (7 Days)
BAND,2024-08-01,0.8702407286922577,1.0000000000000002,0.6379166703342063,0.0,15.970000267028809,15.970000267028809
BAND,2024-08-02,0.9018243331164606,0.025156842847744,0.637960805278514,0.0,15.210000038146973,0.5374013155456744
BAND,2024-08-05,0.9409446974625896,0.0252038185070127,0.3183951433355901,0.0,14.93000030517578,0.538144980313342
BAND,2024-08-06,0.0,0.0221104606074176,0.886452061129769,0.0,15.800000190734863,0.489174485390539
BAND,2024-08-07,0.8959219258295381,0.0180042573499976,0.7433182071317463,0.0,15.43000030517578,0.4241697842546624
BAND,2024-08-08,0.8702407286922577,0.0154940018876555,0.5875806884613919,0.0,15.619999885559082,0.3844302984390531
BAND,2024-08-09,0.8702407286922577,0.014410706534198,0.4503408730008245,0.0,15.779999732971191,0.3672808086844634
BAND,2024-08-12,0.8283148991541965,0.0111038195922048,0.4458311388286149,0.0,15.369999885559082,0.3149299668292877
BAND,2024-08-13,0.7260169160702667,0.0151245368246947,0.6537728743747666,0.0,16.110000610351562,0.3785813512505496
BAND,2024-08-14,0.8702407286922577,0.0077424154386303,0.7556942973409662,0.0,15.470000267028809,0.2617160709985941
BAND,2024-08-15,1.0,0.01133741236012,0.8062933154505085,0.0,16.139999389648438,0.3186279396557409
BAND,2024-08-16,0.8702407286922577,0.0140316874018135,0.6398140482378003,0.0,16.299999237060547,0.3612806124250819
BAND,2024-08-19,0.9624931685100846,0.0320366966322471,0.7809022477496086,0.0,17.299999237060547,0.6463152711108325
BAND,2024-08-20,0.8702407286922577,0.0385101564924506,0.7061047979815465,0.0,17.170000076293945,0.7487956641033655
BAND,2024-08-21,0.8702407286922577,0.0350593179998568,0.5809969497290195,0.0,17.149999618530273,0.6941659463771706
BAND,2024-08-22,0.8702407286922577,0.0339591773813549,0.7972174973155468,0.0,16.34000015258789,0.6767497817038985
BAND,2024-08-23,0.8702407286922577,0.0246862010490433,1.0,0.0,17.329999923706055,0.5299506543025154
BAND,2024-08-26,0.8702407286922577,0.0227641903673525,0.8082975512276596,0.0,17.56999969482422,0.4995235852777416
BAND,2024-08-27,0.8255562784645414,0.0156642844238838,0.7329208998815597,0.0,17.260000228881836,0.3871260162791726
BAND,2024-08-28,0.8702407286922577,0.0153597468441176,0.5974380767602638,0.0,17.110000610351562,0.3823049265482697
BAND,2024-08-29,0.8702407286922577,0.0176540529022553,0.5386625781521909,0.0,17.579999923706055,0.418625749038967
BAND,2024-08-30,0.8865009759271308,0.0176447099520593,0.5339348262424952,0.0,17.15999984741211,0.4184778421655986
BAND,2024-09-03,0.3521717631750163,0.0070989043965974,0.4394167871897342,0.0,16.8799991607666,0.2515287421347851
BAND,2024-09-04,0.8702407286922577,0.0096726576453891,0.3237880283873952,0.0,16.860000610351562,0.2922734520886505
BAND,2024-09-05,0.8702407286922577,0.0066137367034935,0.2725086859799511,0.0,17.100000381469727,0.2438481235891708
BAND,2024-09-06,0.8702407286922577,0.0236598593658729,0.7834000436004944,0.0,15.90999984741211,0.5137027897436376
BAND,2024-09-09,0.8702407286922577,0.0281547464442236,0.7211069571930575,0.0,16.149999618530273,0.5848606874048667
BAND,2024-09-10,0.6855692908262849,0.0216488366403866,0.6491438341828457,0.0,16.459999084472656,0.4818665841170739
BAND,2024-09-11,0.8702407286922577,0.0188300331423343,0.5130094149905152,0.0,16.290000915527344,0.437242519631093
BAND,2024-09-12,0.8702407286922577,0.0171820944584596,0.3907389272033583,0.0,16.31999969482422,0.4111542441805408
