Source,Date,Text,Sentiment,Score,Confidence,Type
Yahoo,2024-10-31,"What Matt and Dan fail to understand is the value proposition in KPLT. It&#39;s not the Revs that matter but the lower bad debt numbers (9.3%) controlled primarily by their trained algorithm. ...and the fact that they are not using credit scores similar to SEZL, which has 30% bad debt illustrates in 3-dimensions KPLT&#39;s extraordinary achievement.To get a flavor of what I&#39;m talking about, check KPLT&#39;s web site. It will tell you that they have accepted 60% of their applicants. To read that number properly, smart money sees that their algorithm has rejected 40% and hence reduced their bad debt.What good is it to accept everyone like FPAY does, then have to make it up with additional marketing expenses just to cover the losses. FPAY will be BK in 6 months.Smart money knows what they have here and are not selling a single share. Instead they are averaging down at the ex-Plaintiff&#39;s expense.",Neutral,0,0.9974938631057739,Main
Yahoo,2024-10-30,Dan told you guys to sell long before the split and massive dilution. You should have listened to him.  Time is up,Neutral,0,0.9774724841117859,Main
Yahoo,2024-10-30,"The buying frenzy must be painful for the ex-Plaintiff this morning. Every time smart money averages down, he and his cohorts have to give up from their stash of long shares that they&#39;ve been using to hedge their very, very short position. I&#39;m pretty sure at these levels that they are out of long shares and into synthetic shorts. Super risky...What they failed to understand is the value proposition in KPLT. It&#39;s not the Revs that matter but the lower bad debt numbers (9.3%) controlled primarily by their trained algorithm. ...and the fact that they are not using credit scores similar to SEZL, which has 30% bad debt illustrates in 3-dimensions their extraordinary achievement.To get a flavor of what I&#39;m talking about, check KPLT&#39;s web site. It will tell you that they have accepted 60% of their applicants. To read that number properly, smart money sees that their algorithm has rejected 40% and hence reduced their bad debt.What good is it to accept everyone like FPAY does, then have to make it up with additional marketing expenses just to cover the losses. FPAY will be BK in 6 months.Smart money knows what they have here and are not selling a single share. Instead they are averaging down at the ex-Plaintiff&#39;s expense.",Neutral,0,0.9959347248077393,Main
Yahoo,2024-10-30,Trashpult 😍😍,Neutral,0,0.9881096482276917,Main
Yahoo,2024-10-30,"All Time low&#39;s and going ever lower if you can believe that..  It&#39;s trading around  40 cents now on pre split price. Haven&#39;t made a profit in years, bad financials with bloated debt on balance sheet , super weak REV growth numbers,   and two lawsuits to fend offTime&#39;s up..",Negative,-1,0.9993791580200195,Main
Yahoo,2024-10-30,"It looks like the ex-Plaintiff and his cohorts just learned that the lawsuit will be overruled on Dec 13. It explains their absolute mindless desperation to find shares to cover their now massive synthetic short position before earnings. Without the settlement shares, they are toast.This is getting really interesting. So, whatever you do, DO NOT SELL a single share. Let the ex-Plaintiff and his cohorts cover their own massive short position. In the meantime help yourself to some super discounted shares at their expense.We already know earnings will be strong. Wayfair is expected to bounce back in 2025 and as been placed on a BUY rating. ...but even more important, KPLT&#39;s algorithm rocks! At 9.3% bad debt, it&#39;s 3x more effective than SEZL&#39;s 30% bad debt. ...and SEZL&#39;s MC is &gt;$1b. Clearly the ex-Plaintiff and his cohorts are way over the head on this one....and look who they hired to deceive everyone, Mighty Matt! Too funny...",Positive,1,0.999985933303833,Main
Yahoo,2024-10-29,"Just another typical day for KPLT as it has been for years..Nasdaq at record highs,  KPLT at record LOW&#34;S. Tom becoming more and more desperate daily.",Neutral,0,0.9946131110191345,Main
Yahoo,2024-10-29,Nibble time tomorrow! Thanks for the cheap shares.,Positive,1,0.9979787468910217,Main
Yahoo,2024-10-29,"The ex-Plaintiff and his cohorts are super desperate. The walk down today has their finger prints all over. They must have a boatload of synthetic shorts to cover. Don&#39;t be fooled!Whatever you do, DO NOT SELL them a single share. Let them cover their own short position. It&#39;s massive. Perfect fuel for a GME-like surge soon.If you can, average down at their expense. Awesome rock bottom prices, right now!!!",Neutral,0,0.9140593409538269,Main
Yahoo,2024-10-29,"Smart money is not selling. Whatever you do, DO NOT SELL a single share. Let the ex-Plaintiff and his cohorts cover their own shorts. Instead, average down at their expense. Thank me later.KPLT&#39;s algorithm is 3x more effective than SEZL&#39;s and SEZL&#39;s MC is over $1b. Do the math and watch the pps-manipulation  end poorly for the ex-Plaintiff and his cohorts.",Neutral,0,0.8165830373764038,Main
