Source,Date,Text,Sentiment,Score,Confidence,Type
Yahoo,2024-10-30,"Just bought more premarket. Am all in here. Seems pretty obvious now it’s
over $200. Also have a big position in META as of this morning",Neutral,0,0.7733789086341858,Main
Yahoo,2024-10-29,"Man, congrats long.  This is an amazing company.",Positive,1,0.9999985694885254,Main
Yahoo,2024-10-29,Anyone gimme a hand here?  I see a company that has a huge short float @ 11%. I see a company with high debt. Massive insider and institutional selling back when it was $90. I see a forward PE of 26?? I see a company that does what? Mobile gaming apps and marketing/advertising?  I’m confused lol. I’m short at $170 1000 shares because this is too juicy now. I dodged a bullet the first time only losing $5k. But did I walk into a trap this time around?  Can someone explain what in the lords name these guys do and what on earth is happening here with a 105% run in 2 months and 150% in 3 months lol  hahahahahaha!!! lol huh?? Am I missing something here?,Neutral,0,0.9835669994354248,Main
Yahoo,2024-10-29,"P/E 70, P/B 70, too much too quick this will go down 10% just as an icing on a cake, this is ain`t nvda or something, they are market leaders? i doubt it, just an additional ad service to an app",Neutral,0,0.7802618145942688,Main
Yahoo,2024-10-29,This makes no sense that a stock can go from 90 to 172 in 2 months without an update from management of anything new. Except analysts hiking targets .,Neutral,0,0.9929229021072388,Main
Yahoo,2024-10-29,All time high.  To the ....,Neutral,0,0.8531765341758728,Main
Yahoo,2024-10-25,App is 5x better than ttd.,Positive,1,1.0,Main
Yahoo,2024-10-25,This sure looks overbought.  Down to $130 on the rug pull?,Negative,-1,0.8304691314697266,Main
Yahoo,2024-10-25,Someones trying to keep this at 160 🤔,Neutral,0,0.9985583424568176,Main
Yahoo,2024-10-24,Somebody is going through a lot of trouble to pin shares to $157-58. Creepy stuff.,Negative,-1,0.7967392802238464,Main
Yahoo,2024-10-23,Still finished green on red market.,Neutral,0,0.9995263814926147,Main
Yahoo,2024-10-23,Awesome run up and this will go nuts if there is a good earnings report,Positive,1,0.8733530044555664,Main
Yahoo,2024-10-23,"Wow I missed this run up from $85, but congrat to you longs, what a move.",Neutral,0,0.9870928525924683,Main
